Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5Z3zRrMIJk7CVpfcLsM9wD,"King","Communion (Deluxe)","Olly Alexander (Years & Years)",2015-06-22,215360,64,,2025-01-06T17:42:53Z,"dance pop,gauze pop,pop,pop dance,uk pop","Polydor Records",0.56,0.857,4,-4.145,0,0.0384,0.0594,0,0.381,0.432,119.975,4
633Zk0NRe7kuglSgPmUvSG,"Time To Say Goodbye","Romanza (Edición Especial En Español)","Andrea Bocelli,Sarah Brightman",1996-01-01,246266,63,,2025-01-06T08:12:23Z,"classical tenor,italian tenor,operatic pop","Sugar (GB)",0.201,0.462,7,-6.14,1,0.0342,0.916,0.00134,0.0932,0.395,157.946,3
5Byvs8uIVgPZVQN3Pw7UgL,"ONANON","ONANON","Killen.",2025-01-03,195638,48,,2025-01-05T22:11:40Z,"","WM Sweden",0.675,0.664,10,-8.726,1,0.0336,0.0982,0.196,0.0878,0.446,130.02,4
3MJ6lFNV12FSHAOzTzkwxz,"Smile","Smile","Morgan Wallen",2024-12-31,224127,78,,2025-01-05T20:58:03Z,"contemporary country","Big Loud Records / Mercury Records / Republic Records",0.502,0.223,11,-11.285,1,0.0331,0.943,0.00000378,0.0766,0.396,126.31,4
3jixbQHg5vDuZRNqzordcI,"Chillanjirukkiye (From Lubber Pandhu)","Chillanjirukkiye (From Lubber Pandhu)","Sean Roldan,Pradeep Kumar,Sivaangi Krishnakumar",2023-11-10,247448,66,,2025-01-05T05:39:28Z,"filmi,tamil pop","Sony Music Entertainment India Pvt. Ltd.",0.559,0.496,10,-10.34,0,0.0667,0.531,0,0.09,0.531,117.63,3
2nltARCkZyrzjQANViDpuX,"Jacob and the Stone","Minari (Original Motion Picture Soundtrack)","Emile Mosseri",2021-02-12,98560,72,,2025-01-05T03:03:22Z,"","Masterworks",0.193,0.171,1,-18.494,1,0.0368,0.915,0.942,0.119,0.105,84.067,4
6LT7bcpxRV7y2ipQbOvgka,"Aasa Orave","Lubber Pandhu (Original Motion Picture Soundtrack)","Sean Roldan",2024-08-28,226588,57,,2025-01-04T16:22:59Z,"filmi,tamil pop","Sony Music Entertainment India Pvt. Ltd.",0.54,0.52,4,-7.626,1,0.0329,0.451,0,0.0913,0.714,169.883,4
6HTprulGfeFVrLLvfi3t8a,"Mr. Saxobeat - Radio Edit","Saxobeats","Alexandra Stan",2011-10-25,195105,63,,2025-01-03T02:30:35Z,"romanian pop","Ultra Records, LLC",0.732,0.925,11,-4.165,0,0.051,0.0276,0.000238,0.14,0.782,127.012,4
4Hvf9xIeJWp5p9FkJerQhN,"Malare","Premam","Vijay Yesudas,Rajesh Murugesan",2015-03-25,316551,57,,2025-01-03T01:15:39Z,"filmi,mollywood","Muzik247",0.468,0.501,11,-10.841,1,0.03,0.752,0.0000121,0.108,0.544,82.525,3
5IPJsGFKtxKDPCkT8lhEjN,"The Rhythm of the Night","The Rhythm of the Night","Corona",1995,264306,52,,2025-01-02T19:46:07Z,"diva house,eurodance,europop,hip house","Rhino",0.688,0.782,5,-12.291,0,0.034,0.000235,0.666,0.0955,0.77,127.822,4
5EWPGh7jbTNO2wakv8LjUI,"Free Bird","Pronounced' Leh-'Nerd 'Skin-'Nerd","Lynyrd Skynyrd",1973-01-01,547106,75,,2025-01-02T16:20:36Z,"album rock,classic rock,hard rock,rock,southern rock","Geffen*",0.249,0.834,0,-8.21,1,0.0574,0.0742,0.0000969,0.0924,0.337,118.222,4
7CvOnbFdnIoXMQ4eFCo5lB,"Around the World (La La La La La) - Radio Version","Planet Pop","A Touch Of Class,Pete Konemann",2000-11-06,214533,67,,2025-01-02T04:53:31Z,"europop","Sony Music Catalog",0.617,0.977,9,-7.028,0,0.0276,0.153,0.0016,0.133,0.679,131.965,4
5YHPH0wpc5IMqNNrbN3JMm,"Sleep Away","Bob Acri","Bob Acri",2009-09-05,201226,38,,2024-12-28T15:08:58Z,"","Blujazz",0.507,0.137,5,-21.449,0,0.0393,0.939,0.929,0.112,0.256,99.496,3
6gXzRzLtdNSbsJVg72J3AA,"MONTAGEM VOZES PROFUNDAS - TikTok Version","MONTAGEM VOZES PROFUNDAS (TikTok Version)","DJ MAXZZ,DJ JL3 DA ZN,DJ CD 011",2024-07-12,54308,74,,2024-12-25T10:14:37Z,"","DJ MAXZZ",0.664,0.94,1,2.605,1,0.102,0.16,0.364,0.337,0.241,93.413,4
6mICuAdrwEjh6Y6lroV2Kg,"Chantaje (feat. Maluma)","El Dorado","Shakira,Maluma",2017-05-26,195840,76,,2024-12-25T08:25:27Z,"colombian pop,dance pop,latin pop,pop,reggaeton,reggaeton colombiano,trap latino,urbano latino","Sony Music Latin",0.852,0.773,8,-2.921,0,0.0776,0.187,0.0000305,0.159,0.907,102.034,4
3kAgZmCTxgsYNieQoH7Zwm,"Theeyaga Thondri (From Aranmanai 3)","Theeyaga Thondri (From Aranmanai 3) - Single","Hariharan,Shankar Mahadevan,C. Sathya",2021-10-13,287269,30,,2024-12-25T03:00:05Z,"filmi,ghazal,tamil pop","Saregama",0.599,0.806,0,-8.217,1,0.0764,0.0695,0,0.107,0.493,114.021,4
7kvLAPEnEPlSbhZDlHFv0p,"Yeh Fitoor Mera","Fitoor (Original Motion Picture Soundtrack)","Amit Trivedi,Arijit Singh",2018-05-15,283070,65,,2024-12-24T04:13:39Z,"filmi,modern bollywood","Zee Music Company",0.45,0.42,4,-8.92,1,0.0272,0.386,0.000106,0.11,0.201,163.749,3
2tINAp2zAT3ZCM0xWEWDfz,"Darling - Instrumental","Darling (Instrumental)","LeoKarlo",2020-02-14,180040,61,,2024-12-23T21:12:51Z,"ndombolo","LeoKarlo",0.64,0.661,9,-12.336,0,0.0552,0.402,0.776,0.121,0.499,96.042,3
5iwz1NiezX7WWjnCgY5TH4,"Calma - Remix","Calma (Remix)","Pedro Capó,Farruko",2018-10-05,238200,69,,2024-12-23T03:31:25Z,"latin pop,puerto rican pop,reggaeton,trap latino,urbano latino","Sony Music Latin",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,4
0bSHwuTOZVJUXWT03H9oD2,"Succession (Main Title Theme)","Succession: Season 1 (HBO Original Series Soundtrack)","Nicholas Britell",2019-08-09,102013,59,,2024-12-23T01:53:26Z,"orchestral soundtrack,soundtrack","Milan",0.366,0.471,8,-6.369,1,0.0363,0.000226,0.868,0.0673,0.037,140.142,4
3TBRJsLCcwroEkA3tD4u2N,"Der Kommissar","Einzelhaft","Falco",1982-02-19,232588,61,,2024-12-21T23:15:53Z,"austropop,neue deutsche welle","Ariola",0.93,0.607,7,-10.389,1,0.0457,0.0526,0.00000522,0.039,0.95,118.242,4
0VUpJnr5VJtuPNx00YXP1g,"Kaarkuzhal Kadavaiye","VadaChennai (Original Motion Picture Soundtrack)","Sriram Parthasarathy,Vijaynarain,Ananthu,Santhosh Narayanan,Pradeep Kumar,Vivek",2018-07-28,312378,57,,2024-12-20T06:19:34Z,"filmi,tamil pop","Divo Tv Private Limited",0.696,0.501,4,-11.244,0,0.0831,0.306,0.0000205,0.0998,0.355,129.954,4
6T93nOlX56R5t2QoSfHgHn,"Love Story - Indila","Experience","Penguin Piano",2024-03-01,109342,55,,2024-12-16T17:23:50Z,"","Penguin Piano",0.477,0.209,10,-16.247,0,0.0419,0.993,0.878,0.117,0.39,187.256,3
3STTVKfJGTdhbg5aLppEzX,"On The Floor","LOVE? (Deluxe Edition)","Jennifer Lopez,Pitbull",2011-04-29,284866,45,,2024-12-16T16:20:31Z,"dance pop,pop,urban contemporary,miami hip hop","Nuyorican Productions / IDJ",0.73,0.776,3,-5.199,0,0.0482,0.108,0.00045,0.069,0.592,129.998,4
32lm3769IRfcnrQV11LO4E,"Bailando - Spanish Version","SEX AND LOVE (Deluxe)","Enrique Iglesias,Descemer Bueno,Gente De Zona",2014-03-17,243413,64,,2024-12-15T04:04:29Z,"dance pop,latin pop,mexican pop,cubaton,electro latino,latin hip hop,reparto","Universal Music Group International",0.723,0.777,7,-3.503,1,0.108,0.0426,0.00000368,0.0451,0.961,91.017,4
0oPdaY4dXtc3ZsaG17V972,"Feliz Navidad","Feliz Navidad","José Feliciano",2002-09-24,182066,84,,2024-12-15T03:28:39Z,"latin pop,puerto rican pop","RCA/BMG Heritage",0.513,0.831,2,-9.004,1,0.0383,0.55,0,0.336,0.963,148.837,4
1db0gbTSKdRQum8VlbNkiO,"Say Say Say - Remastered 2015","Pipes Of Peace","Paul McCartney,Michael Jackson",1983-10-28,235693,64,,2024-12-15T00:15:46Z,"classic rock,mellow gold,rock,soft rock,r&b,soul","Paul McCartney Catalog",0.822,0.686,10,-10.456,0,0.0472,0.115,0.000982,0.0463,0.828,117.743,4
3be9ACTxtcL6Zm4vJRUiPG,"blue","blue","yung kai",2024-08-02,214357,87,,2024-12-14T15:43:39Z,"","BMG Rights Management (US) LLC",0.746,0.317,4,-11.982,1,0.0342,0.933,0.0186,0.121,0.585,97.49,3
3BsaRV5QIulYz2lV9WWa8T,"Show Me the Meaning of Being Lonely","Millennium","Backstreet Boys",1999-05-18,234960,66,,2024-12-14T04:52:24Z,"boy band,dance pop,pop","Jive",0.63,0.625,6,-5.088,0,0.0252,0.231,0,0.0765,0.683,167.998,4
7kZWYgOw62EDPYlh74zLg5,"shedon'tluvyou","shedon'tluvyou","jdmfessh",2024-03-20,104477,47,,2024-12-14T04:41:12Z,"","88 СЕВЕР",0.537,0.99,1,-1.933,0,0.151,0.0206,0.933,0.0732,0.177,129.941,4
47BBI51FKFwOMlIiX6m8ya,"I Want It That Way","Millennium","Backstreet Boys",1999-05-18,213306,82,,2024-12-13T05:27:10Z,"boy band,dance pop,pop","Jive",0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,4
7uoFMmxln0GPXQ0AcCBXRq,"Snowman","Everyday Is Christmas (Deluxe Edition)","Sia",2018-11-01,165900,92,,2024-12-09T19:17:04Z,"pop","Monkey Puzzle/Atlantic",0.717,0.524,1,-6.222,1,0.0331,0.426,0,0.0932,0.339,104.953,3
0bYg9bo50gSsH3LtXe2SQn,"All I Want for Christmas Is You","Merry Christmas","Mariah Carey",1994-10-28,241106,96,,2024-12-09T18:57:40Z,"dance pop,pop,urban contemporary","Columbia",0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,4
2FRnf9qhLbvw8fu4IBXx78,"Last Christmas","LAST CHRISTMAS","Wham!",1984-11-29,262960,94,,2024-12-09T18:51:38Z,"new romantic,new wave,new wave pop,soft rock","Epic",0.735,0.478,2,-12.472,1,0.0293,0.189,0.00000248,0.355,0.947,107.682,4
2yR2sziCF4WEs3klW1F38d,"KEEP UP","KEEP UP // FROSTBITE","Odetari",2024-07-17,133226,81,,2024-12-07T17:32:39Z,"krushclub,sigilkore","APG, Inc. - Odetari II",0.476,0.829,10,-3.806,0,0.0658,0.0172,0.00916,0.167,0.505,139.198,4
28UyOnTStRpRK7QEveBqak,"Jilendru Oru Kalavaram","Leelai (Original Motion Picture Soundtrack)","Satish Chakravarthy",2009-08-18,274213,33,,2024-12-05T12:23:12Z,"","Sony Music Entertainment India Pvt. Ltd.",0.708,0.816,0,-4.151,0,0.058,0.0165,0.000109,0.122,0.703,90.002,4
1y62v08lkqdPTBj7si8tnA,"Yamore - Edit Version","Yamore (Edit Version)","MoBlack,Salif Keita,Benja (NL),Franc Fala,Cesária Evora",2024-09-20,150000,64,,2024-11-30T06:57:20Z,"afro house,afropop,malian blues,mande pop,world,cape verdean folk,morna,musica cabo-verdiana,twoubadou","Universal Music Division Decca Records France",0.803,0.539,11,-9.663,1,0.0523,0.0106,0.0444,0.0447,0.221,119.995,4
1QJbDTZAO8rpGOMG4UahFM,"The Line (from the series Arcane League of Legends)","Arcane League of Legends: Season 2 (Soundtrack from the Animated Series)","Arcane,Twenty One Pilots",2024-11-23,192000,81,,2024-11-30T02:06:22Z,"modern rock,pop,pov: indie,rock","Riot Games",0.556,0.47,9,-9.777,0,0.0379,0.263,0.000266,0.0835,0.322,142.596,4
4HmQqEjwEldXs6xEIKejBw,"Silver Bells","Silver Bells","Stephen Sanchez",2024-11-29,212722,53,,2024-11-30T02:06:17Z,"gen z singer-songwriter","Mercury Records / Republic Records",0.315,0.219,10,-12.272,1,0.0358,0.871,0.000164,0.105,0.256,139.955,1
00nagRSvustzgTDwcSutC4,"The End - From Sorgavaasal","The End (From Sorgavaasal)","Christo Xavier,Anirudh Ravichander",2024-11-27,243846,44,,2024-11-30T02:00:33Z,"mollywood,desi hip hop,filmi,tamil hip hop","Think Music",0.417,0.644,2,-8.196,1,0.0924,0.191,0.00616,0.111,0.208,155.977,4
12cyRwSlwSUWtrdLN23kIs,"Delta Kalyanam","Meiyazhagan (Original Motion Picture Soundtrack)","Govind Vasantha,VM Mahalingam,Senthil Ganesh,Karthik Netha",2024-08-31,216000,47,,2024-11-27T16:42:53Z,"filmi,tamil pop,kollywood","Think Music",0.713,0.691,8,-8.249,1,0.0831,0.468,0,0.132,0.584,110.098,4
7qw72jXJNBeqIMsqzvBft5,"Yennai Izhukkuthadi (From Kadhalikka Neramillai)","Yennai Izhukkuthadi (From Kadhalikka Neramillai)","A.R. Rahman,Dhee",2024-11-22,228792,66,,2024-11-27T03:00:08Z,"filmi,tamil pop","T-Series",0.675,0.836,10,-5.695,1,0.0358,0.0115,0.0002,0.0965,0.637,128.009,4
4bp4kwe29qY9PBdrEgSa53,"Be More","Be More","Stephen Sanchez",2023-08-03,231684,55,,2024-11-24T20:34:09Z,"gen z singer-songwriter","Mercury Records / Republic Records",0.227,0.439,3,-7.159,1,0.0271,0.293,0,0.137,0.104,98.323,3
6CvW7N8JjBHmwEfGz2Yxhk,"Dheema (From Love Insurance Kompany)","Dheema (From Love Insurance Kompany)","Anirudh Ravichander",2024-10-16,235102,70,,2024-11-23T03:04:10Z,"desi hip hop,filmi,tamil hip hop","Sony Music Entertainment India Pvt. Ltd.",0.271,0.502,5,-7.733,0,0.0334,0.375,0,0.108,0.194,98.092,3
7CV1zDlosAewAPPPsbbT25,"The Weeknd's Dark Secret","American Dad! Greatest Hits","American Dad! Cast",2024-10-25,125827,47,,2024-11-21T20:36:45Z,"meme","Hollywood Records",0.792,0.617,11,-7.236,0,0.201,0.0915,0,0.0666,0.0999,102.145,4
3eZ9QWtKIOvqSvlpgGPC8p,"Come See the Wonder","Champion Sound, Vol. 3: Rock & Pop","Cavendish Music",2018-08-17,151682,28,,2024-11-21T18:31:43Z,"","Cavendish Music",0.494,0.896,7,-5.557,1,0.124,0.0169,0.0000231,0.175,0.394,127.991,4
6yCrB7lu8WPllq8F4KSB7Z,"Papillon","No Wings Airline","WDL,Pauline Kamusewu",2017-04-07,211831,30,,2024-11-21T18:08:09Z,"swedish soul","Record Company TEN",0.582,0.447,7,-7.61,0,0.0248,0.616,0.000511,0.0684,0.298,75.002,4
3zXIvb4nZ3cTdT8CsbTy3U,"I'm Just Ken","Barbie The Album","Ryan Gosling",2023-07-21,222633,60,,2024-11-18T21:14:52Z,"hollywood","Atlantic Records",0.352,0.628,1,-6.259,1,0.0428,0.0264,0.0000474,0.0952,0.387,140.431,4
4FEFLGYBFy3F5Dw7MrTBPO,"Uyirey (From Amaran)","Uyirey (From Amaran)","Nakul Abhyankar,Ramya Bhat Abhyankar,G. V. Prakash,Vivek",2024-10-30,210000,55,,2024-11-18T17:58:54Z,"tamil hip hop,tollywood,sandalwood,kollywood,tamil pop","Saregama India Ltd",0.496,0.501,10,-11.105,1,0.0292,0.164,0.0147,0.334,0.204,139.931,4
0zDmCKN7OlRmNmeiiJAyOR,"High on Love","Pyaar Prema Kaadhal (Original Motion Picture Soundtrack)","Sid Sriram,Yuvan Shankar Raja",2018-02-13,240169,61,,2024-11-18T06:02:23Z,"filmi,kollywood","U1 Records, YSR Films, K Productions",0.625,0.78,4,-5.442,0,0.04,0.179,0.0000027,0.114,0.615,149.978,4
6Y6reEM6kcr2m1Es3YbUGI,"Mudhal Naal","Unnale Unnale (Original Motion Picture Soundtrack)","K.K Mahalakshmi,Pop Shalini,Pa. Vijay",2006-12-31,267013,28,,2024-11-18T05:42:01Z,"classic kollywood,classic konkani pop,filmi,tamil pop","Saregama",0.748,0.529,0,-10.056,1,0.0291,0.17,0.0000022,0.196,0.528,119.967,4
0OJ0eNR9c53PkfXuwX3DJ0,"Love Theme From The Godfather - From The Godfather Soundtrack","Love Theme From The Godfather / The Godfather Waltz (Main Title)","Nino Rota,Carlo Savina",1972-01-01,158960,50,,2024-11-18T01:41:20Z,"classic soundtrack,italian soundtrack,orchestral soundtrack,vintage italian soundtrack","Geffen",0.197,0.222,1,-12.706,1,0.0354,0.928,0.904,0.0797,0.0842,68.928,4
29U7stRjqHU6rMiS8BfaI9,"What A Wonderful World","What A Wonderful World","Louis Armstrong",1968-01-01,139226,76,,2024-11-18T01:24:54Z,"adult standards,dixieland,harlem renaissance,jazz trumpet,lounge,new orleans jazz,soul,swing,vocal jazz","GRP",0.271,0.165,5,-20.652,1,0.0351,0.726,0.00000154,0.118,0.202,77.082,4
1GJCQMFysvt2S9WXSBaWYP,"La vie en rose","The Decca Singles 1949-1958","Louis Armstrong",2016-01-01,205346,41,,2024-11-18T01:21:26Z,"adult standards,dixieland,harlem renaissance,jazz trumpet,lounge,new orleans jazz,soul,swing,vocal jazz","Verve Reissues",0.58,0.0727,0,-12.082,1,0.0551,0.894,0.00122,0.0628,0.311,70.643,4
7xPefqZB6BBosOdfKJh9nJ,"Main Title (from Taxi Driver)","Taxi Driver","Bernard Herrmann",1976,134493,43,,2024-11-18T01:19:36Z,"classic soundtrack","Arista",0.252,0.238,0,-18.788,1,0.0426,0.875,0.754,0.141,0.188,80.177,4
68gzf3AleOyt4NlKwpV0MY,"Kids","Stranger Things, Vol. 1 (A Netflix Original Series Soundtrack)","Kyle Dixon & Michael Stein",2016-08-12,158000,57,,2024-11-17T23:04:11Z,"horror synth,soundtrack","Lakeshore Records",0.437,0.129,7,-17.954,0,0.0381,0.211,0.872,0.347,0.0671,119.985,4
6M8B0tsblkkeJKtyI9NQhR,"Morattu Single","Natpe Thunai (Original Motion Picture Soundtrack)","Hiphop Tamizha,Sathyaprakash",2019-04-03,186711,51,,2024-11-17T22:41:24Z,"desi hip hop,tamil hip hop,tamil pop,filmi","Think Music",0.596,0.953,2,-2.842,1,0.161,0.549,0,0.366,0.769,160.009,4
2itVVJmc2710qZ9FAYTXd0,"Vaadi Vaadi","Sachien","Vijay",2005-01-12,317429,54,,2024-11-17T18:56:13Z,"","Anak Audio",0.839,0.804,9,-10.297,0,0.358,0.152,0.0000233,0.136,0.559,75.046,4
0NcmG3yt2riyXV3zxnTHti,"Edhathan Kandutte","Settai (Original Motion Picture Soundtrack)","Thaman S,Gana Bala",2013-02-28,162360,49,,2024-11-17T18:53:21Z,"new beat,tamil pop","UTV",0.681,0.769,1,-7.206,1,0.118,0.713,0.00466,0.144,0.729,164.917,4
4obqcNimUqIF5397vCONLR,"Whistle Podu Sat Night Mix","The Greatest Of All Time Ost","Yuvan Shankar Raja,Thalapathy Vijay,Premgi Amaren",2024-10-04,142335,40,,2024-11-16T16:17:28Z,"filmi,kollywood,tamil pop","T-Series",0.736,0.896,7,-13.629,0,0.149,0.352,0,0.241,0.344,84.037,4
13BijBtySer5TbVfi2R8vN,"The OG Thug (From Thug Life)","The OG Thug (From Thug Life)","A.R. Rahman,Karthik Netha,Alexandra Joy",2024-11-13,42365,41,,2024-11-14T17:21:52Z,"filmi","Raaj Kamal Films International",0.605,0.842,0,-8.123,0,0.3,0.313,0.0171,0.532,0.0757,99.488,4
6uHuw5ynf6PFpJ2adWprxu,"Beer Song - From Diesel","Beer Song (From Diesel)","Dhibu Ninan Thomas,Gana Guna,Rokesh",2023-02-10,196431,69,,2024-11-14T02:45:01Z,"tamil pop","Think Music",0.708,0.465,7,-10.267,0,0.12,0.509,0,0.397,0.723,145.992,3
0xpeiTGSEchBhqrjDuIcSS,"Angu Vaana Konilu - From ARM","Angu Vaana Konilu (From ARM)","Dhibu Ninan Thomas,Vaikom Vijayalakshmi,Manu Manjith",2024-09-14,249000,68,,2024-11-12T04:24:55Z,"tamil pop,mollywood","Think Music",0.61,0.51,2,-11.612,0,0.0382,0.232,0.0000734,0.0541,0.431,119.993,3
6G15l720kBWvIQZyoEJEYE,"Alibi (with Pabllo Vittar & Yseult)","Alibi (with Pabllo Vittar & Yseult)","Sevdaliza,Pabllo Vittar,Yseult",2024-06-28,161655,67,,2024-11-11T03:42:26Z,"alternative r&b,persian electronic,dance pop,funk carioca,funk pop,pop lgbtq+ brasileira,pop nacional,french pop,r&b francais","Twisted Elegance",0.741,0.754,11,-5.412,0,0.0327,0.00526,0.00000821,0.125,0.717,126.98,4
2bPGTMB5sFfFYQ2YvSmup0,"Deutschland","Rammstein","Rammstein",2019-05-17,322339,73,,2024-11-11T02:57:47Z,"german metal,industrial,industrial metal,industrial rock,neue deutsche harte","Rammstein",0.521,0.895,7,-5.242,1,0.0442,0.0000554,0.349,0.0985,0.237,120.117,4
5Zuboc3Cj9Ldnc8HyUnNUK,"Engel","Sehnsucht (Anniversary Edition - Remastered)","Rammstein",1997-08-22,264947,68,,2024-11-10T02:57:55Z,"german metal,industrial,industrial metal,industrial rock,neue deutsche harte","Vertigo Berlin",0.625,0.597,2,-6.933,1,0.0281,0.00115,0.0162,0.408,0.273,96.066,4
6XcoiOYiNbIxzpt8WRxq8Z,"Du hast","Sehnsucht (Anniversary Edition - Remastered)","Rammstein",1997-08-22,235600,73,,2024-11-10T02:40:27Z,"german metal,industrial,industrial metal,industrial rock,neue deutsche harte","Vertigo Berlin",0.642,0.899,9,-6.92,0,0.0381,0.00171,0.135,0.326,0.726,125.115,4
1kmJ0EvXClJAt0fSSQLX1m,"Hey Minnale (From Amaran) (Tamil)","Hey Minnale (From Amaran) (Tamil)","G. V. Prakash,Haricharan,Shweta Mohan,Karthik Netha",2024-10-04,229811,74,,2024-11-06T15:09:14Z,"kollywood,tamil pop,filmi","Saregama India Ltd",0.683,0.609,0,-8.657,0,0.0383,0.263,0,0.375,0.423,106.024,4
2oenSXLDbWVaaL7QjSGYj5,"Lalkara","Ghost","Diljit Dosanjh,Intense,Sultaan",2023-09-29,160500,72,,2024-11-05T15:50:51Z,"filmi,modern bollywood,punjabi pop,punjabi hip hop","DILJIT DOSANJH",0.85,0.557,0,-4.503,0,0.0431,0.0365,0.00000208,0.131,0.468,96.99,4
1lO2LhvKnC8ARhPCe51ZSH,"Goat Of Chepauk","The Greatest Of All Time Ost","Yuvan Shankar Raja",2024-10-22,89120,43,,2024-11-05T03:02:29Z,"filmi,kollywood","T-Series",0.543,0.808,1,-8.773,1,0.0942,0.017,0,0.0851,0.527,77.442,4
3fgehc497TFqKH1zBL2YNK,"Heavy Is the Crown","Heavy Is the Crown","Linkin Park",2024-09-24,167012,79,,2024-11-03T23:21:59Z,"alternative metal,nu metal,post-grunge,rap metal,rock","Warner Records",0.571,0.928,4,-3.725,0,0.0453,0.00932,0,0.297,0.489,127.939,4
5AtKQK1T7UffnhCYPfHItk,"GTA IV","GTA IV","mikeeysmind,Raul Apxpei",2022-12-29,138181,54,,2024-10-27T16:43:06Z,"sped up","Unjaps AB",0.243,0.644,0,-16.189,0,0.0469,0.0973,0.256,0.26,0.633,68.368,4
0tbWyQtBt3akwc9eZEJSzu,"Whistle Podu Theatrical","The Greatest Of All Time Ost","Yuvan Shankar Raja,Thalapathy Vijay,Venkat Prabhu,Madan Karky",2024-10-04,255103,44,,2024-10-26T16:06:41Z,"filmi,kollywood,tamil pop","T-Series",0.726,0.878,8,-5.663,1,0.29,0.152,0,0.586,0.458,80.941,4
5vNRhkKd0yEAg8suGBpjeY,"APT.","APT.","ROSÉ,Bruno Mars",2024-10-18,169917,96,,2024-10-23T20:25:04Z,"k-pop,dance pop,pop","Atlantic Records",0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4
5zgalMo7LWrUPbnv9tgupN,"Paiya Dei - From Think Indie","Paiya Dei (From Think Indie)","Asal Kolaar,Anand Kashinath",2024-10-17,155400,67,,2024-10-23T20:18:56Z,"tamil pop","Think Music",0.815,0.752,5,-5.939,0,0.302,0.414,0.000211,0.33,0.489,100.089,4
0s6vEUEL2Ij2tXXGLvgmLi,"ჩუბინა","ჩუბინა","Chub1na.Ge",2021-08-07,90604,72,,2024-10-21T10:30:45Z,"","GMI Rights Management",0.557,0.703,4,-3.342,0,0.0426,0.937,0.848,0.121,0.607,96.887,4
26huYm9VtsmxKZcYvaGx9e,"Kanagavel Kaaka","PT Sir (Original Motion Picture Soundtrack)","Hiphop Tamizha,Kaushik Krish,V M Mahalingam",2024-06-07,150179,35,,2024-10-21T05:02:02Z,"desi hip hop,tamil hip hop,tamil pop","Think Music",0.595,0.962,11,-6.795,0,0.183,0.559,0.0000734,0.355,0.352,139.98,4
5cbI0HJrTDb0njDk653bcN,"Goth (Slowed + Reverb)","Goth (Slowed + Reverb)","Sidewalks and Skeletons",2023-07-28,252628,66,,2024-10-20T05:58:25Z,"wave,witch house","Sidewalks and Skeletons",0.377,0.599,5,-10.281,0,0.0293,0.00303,0.475,0.0857,0.0545,94.322,4
6AFkv6rIVRusZNifR74Q7t,"Shingeki Gt 20130218 Kyojin","TV Anime Attack on Titan Season 2 (Original Soundtrack)","Sawano Hiroyuki",2017-06-07,151400,52,,2024-10-19T21:58:10Z,"anime score,japanese soundtrack","PONY CANYON",0.159,0.197,9,-15.228,0,0.0312,0.505,0.94,0.127,0.125,85.869,3
6rFckZb1cuJYzsZiGHgqks,"52 Bars","Four You","Karan Aujla,Ikky",2023-02-04,214024,70,,2024-10-18T22:51:38Z,"desi hip hop,punjabi pop","Rehaan Records",0.449,0.779,1,-3.321,0,0.205,0.000898,0,0.389,0.433,115.231,3
1Y4167qirURyknWFlY1o3w,"Piravi","Masss (Original Motion Picture Soundtrack)","Vaikom Vijayalakshmi",2015-05-08,276000,46,,2024-10-18T01:49:43Z,"mollywood,tamil pop","Sony Music / Eros Now Music",0.256,0.563,0,-6.572,0,0.05,0.872,0.000151,0.144,0.121,180.268,3
4h5KB1btt2aZBq9EJHmWF4,"Slave to the Rhythm","XSCAPE","Michael Jackson",2014-05-09,255986,55,,2024-10-17T17:14:36Z,"r&b,soul","Epic/MJJ",0.739,0.96,1,-2.293,1,0.0581,0.146,0.0000368,0.38,0.722,125.02,4
00Jk2VTZdhBKFUCfDNSLWr,"Maattram Ondrudhaan Maaraadhadhu","Kochadaiiyaan (Original Motion Picture Soundtrack)","A.R. Rahman,Rajinikanth,Haricharan",2014-03-11,356983,40,,2024-10-16T19:32:11Z,"filmi","Sony Music Entertainment India Pvt. Ltd.",0.633,0.819,7,-8.315,1,0.0645,0.115,0.0124,0.071,0.677,160.11,4
3ysMc34CrgKLFOszOpDmR2,"Urugi Urugi","Joe (Original Motion Picture Soundtrack)","Siddhu Kumar,Vignesh Ramakrishna,Anand Aravindakshan",2023-11-18,222500,42,,2024-10-15T22:55:08Z,"tamil pop,kollywood","Think Music",0.331,0.507,4,-7.057,1,0.0304,0.825,0.00000111,0.0909,0.482,107.874,4
2SUyeKBzzUtuEGcAM2gdmo,"Dawn","Dawn","Matisse & Sadko,Alex Aris",2021-07-09,186232,27,,2024-10-15T18:26:58Z,"dutch house,edm,electro house,pop dance,progressive electro house,progressive house,russian edm,sky room","MONOMARK",0.577,0.766,1,-5.574,1,0.0356,0.0163,0.00000175,0.284,0.639,126.021,4
